date,tournament,home_team,away_team,home_score,away_score,neutral
2016-11-15,FIFA World Cup qualification,Ecuador,Venezuela,3.0,0.0,False
2016-11-15,Friendly,England,Spain,2.0,2.0,False
2016-11-15,Friendly,France,Ivory Coast,0.0,0.0,False
2016-11-15,Friendly,Gabon,Comoros,1.0,1.0,True
2016-11-15,FIFA World Cup qualification,Honduras,Trinidad and Tobago,3.0,1.0,False
2016-11-15,Friendly,Italy,Germany,0.0,0.0,False
2016-11-15,FIFA World Cup qualification,Japan,Saudi Arabia,2.0,1.0,False
2016-11-15,Friendly,Jordan,Lebanon,0.0,0.0,False
2016-11-15,Friendly,Kenya,Liberia,1.0,0.0,False
2016-11-15,FIFA World Cup qualification,South Korea,Uzbekistan,2.0,1.0,False
2016-11-15,Friendly,Malta,Iceland,0.0,2.0,False
2016-11-15,Friendly,Morocco,Togo,2.0,1.0,False
2016-11-15,Friendly,Mozambique,South Africa,1.0,1.0,False
2016-11-15,AFC Solidarity Cup,Nepal,Macau,1.0,0.0,True
2016-11-15,FIFA World Cup qualification,New Caledonia,New Zealand,0.0,0.0,False
2016-11-15,Friendly,Northern Ireland,Croatia,0.0,3.0,False
2016-11-15,FIFA World Cup qualification,Panama,Mexico,0.0,0.0,False
2016-11-15,FIFA World Cup qualification,Peru,Brazil,0.0,2.0,False
2016-11-15,Friendly,Russia,Romania,1.0,0.0,False
2016-11-15,FIFA World Cup qualification,Syria,Iran,0.0,0.0,True
2016-11-15,FIFA World Cup qualification,Thailand,Australia,2.0,2.0,False
2016-11-15,Friendly,Tunisia,Mauritania,0.0,0.0,False
2016-11-15,Friendly,Ukraine,Serbia,2.0,0.0,False
2016-11-15,FIFA World Cup qualification,United Arab Emirates,Iraq,2.0,0.0,False
2016-11-19,AFF Championship,Philippines,Singapore,0.0,0.0,False
2016-11-19,Friendly,Saint Kitts and Nevis,Estonia,1.0,1.0,False
2016-11-19,AFF Championship,Thailand,Indonesia,4.0,2.0,True
2016-11-20,AFF Championship,Myanmar,Vietnam,1.0,2.0,False
2016-11-20,AFF Championship,Malaysia,Cambodia,3.0,2.0,True
2016-11-22,Friendly,Antigua and Barbuda,Estonia,0.0,1.0,False
2016-11-22,AFF Championship,Philippines,Indonesia,2.0,2.0,False
2016-11-22,AFF Championship,Thailand,Singapore,1.0,0.0,True
2016-11-23,AFF Championship,Myanmar,Cambodia,3.0,1.0,False
2016-11-23,AFF Championship,Malaysia,Vietnam,0.0,1.0,True
2016-11-25,AFF Championship,Philippines,Thailand,0.0,1.0,False
2016-11-25,AFF Championship,Singapore,Indonesia,1.0,2.0,True
2016-11-26,Friendly,Ryūkyū,United Koreans in Japan,0.0,9.0,True
2016-11-26,AFF Championship,Myanmar,Malaysia,1.0,0.0,False
2016-11-26,AFF Championship,Vietnam,Cambodia,2.0,1.0,True
2016-12-03,AFF Championship,Indonesia,Vietnam,2.0,1.0,False
2016-12-04,AFF Championship,Myanmar,Thailand,0.0,2.0,False
2016-12-07,AFF Championship,Vietnam,Indonesia,2.0,2.0,False
2016-12-08,AFF Championship,Thailand,Myanmar,4.0,0.0,False
2016-12-14,AFF Championship,Indonesia,Thailand,2.0,1.0,False
2016-12-17,AFF Championship,Thailand,Indonesia,2.0,0.0,False
2016-12-26,Friendly,Ivory Coast,Zimbabwe,0.0,0.0,False
2016-12-27,Friendly,Nicaragua,Trinidad and Tobago,2.0,1.0,False
2016-12-28,Friendly,Catalonia,Tunisia,3.0,3.0,False
2016-12-30,Friendly,Nicaragua,Trinidad and Tobago,1.0,3.0,False
2016-12-30,Friendly,Basque Country,Tunisia,3.0,1.0,False
2017-01-04,CFU Caribbean Cup qualification,Trinidad and Tobago,Suriname,1.0,2.0,False
2017-01-04,Friendly,Tunisia,Uganda,2.0,0.0,False
2017-01-05,Friendly,Cameroon,DR Congo,2.0,0.0,False
2017-01-06,CFU Caribbean Cup qualification,Suriname,Haiti,2.0,4.0,True
2017-01-07,Friendly,Algeria,Mauritania,3.0,1.0,False
2017-01-07,Friendly,Burkina Faso,Mali,2.0,1.0,True
2017-01-08,Friendly,Egypt,Tunisia,1.0,0.0,False
2017-01-08,Friendly,Ivory Coast,Sweden,2.0,1.0,True
2017-01-08,Friendly,Libya,Senegal,1.0,2.0,True
2017-01-08,CFU Caribbean Cup qualification,Trinidad and Tobago,Haiti,3.0,4.0,False
2017-01-09,Friendly,Morocco,Finland,0.0,1.0,True
2017-01-10,Friendly,Algeria,Mauritania,6.0,0.0,False
2017-01-10,Friendly,Cameroon,Zimbabwe,1.0,1.0,False
2017-01-10,Friendly,China,Iceland,0.0,2.0,False
2017-01-11,Friendly,Chile,Croatia,1.0,1.0,True
2017-01-11,Friendly,Congo,Senegal,0.0,2.0,False
2017-01-11,Friendly,Ivory Coast,Uganda,3.0,0.0,True
2017-01-13,UNCAF Cup,Honduras,Nicaragua,2.0,1.0,True
2017-01-14,African Cup of Nations,Burkina Faso,Cameroon,1.0,1.0,True
2017-01-14,Friendly,Cambodia,Saudi Arabia,2.0,7.0,True
2017-01-14,Friendly,China,Croatia,1.0,1.0,False
2017-01-14,African Cup of Nations,Gabon,Guinea-Bissau,1.0,1.0,False
2017-01-15,African Cup of Nations,Algeria,Zimbabwe,2.0,2.0,True
2017-01-15,UNCAF Cup,Belize,Costa Rica,0.0,3.0,True
2017-01-15,UNCAF Cup,El Salvador,Honduras,1.0,2.0,True
2017-01-15,Friendly,Iceland,Chile,0.0,1.0,True
2017-01-15,African Cup of Nations,Tunisia,Senegal,0.0,2.0,True
2017-01-16,African Cup of Nations,DR Congo,Morocco,1.0,0.0,True
2017-01-16,African Cup of Nations,Ivory Coast,Togo,0.0,0.0,True
2017-01-17,UNCAF Cup,El Salvador,Belize,3.0,1.0,True
2017-01-17,African Cup of Nations,Ghana,Uganda,1.0,0.0,True
2017-01-17,African Cup of Nations,Mali,Egypt,0.0,0.0,True
2017-01-17,Friendly,Qatar,Moldova,1.0,1.0,False
2017-01-18,African Cup of Nations,Cameroon,Guinea-Bissau,2.0,1.0,True
2017-01-18,African Cup of Nations,Gabon,Burkina Faso,1.0,1.0,False
2017-01-19,African Cup of Nations,Algeria,Tunisia,1.0,2.0,True
2017-01-19,African Cup of Nations,Senegal,Zimbabwe,2.0,0.0,True
2017-01-20,African Cup of Nations,Ivory Coast,DR Congo,2.0,2.0,True
2017-01-20,African Cup of Nations,Morocco,Togo,3.0,1.0,True
2017-01-20,UNCAF Cup,Nicaragua,Belize,3.0,1.0,True
2017-01-21,African Cup of Nations,Egypt,Uganda,1.0,0.0,True
2017-01-21,African Cup of Nations,Ghana,Mali,1.0,0.0,True
2017-01-22,UNCAF Cup,Belize,Honduras,0.0,1.0,True
2017-01-22,Friendly,Bermuda,Canada,2.0,4.0,False
2017-01-22,UNCAF Cup,El Salvador,Nicaragua,1.0,0.0,True
2017-01-22,African Cup of Nations,Gabon,Cameroon,0.0,0.0,False
2017-01-22,African Cup of Nations,Guinea-Bissau,Burkina Faso,0.0,2.0,True
2017-01-22,UNCAF Cup,Panama,Costa Rica,1.0,0.0,False
2017-01-23,African Cup of Nations,Senegal,Algeria,2.0,2.0,True
2017-01-23,Friendly,Uzbekistan,Georgia,2.0,2.0,True
2017-01-23,African Cup of Nations,Zimbabwe,Tunisia,2.0,4.0,True
2017-01-24,African Cup of Nations,Morocco,Ivory Coast,1.0,0.0,True
2017-01-24,African Cup of Nations,Togo,DR Congo,1.0,3.0,True
2017-01-25,African Cup of Nations,Egypt,Ghana,1.0,0.0,True
2017-01-25,Friendly,Jordan,Georgia,1.0,0.0,True
2017-01-25,African Cup of Nations,Uganda,Mali,1.0,1.0,True
2017-01-26,Friendly,Brazil,Colombia,1.0,0.0,False
2017-01-28,African Cup of Nations,Burkina Faso,Tunisia,2.0,0.0,True
2017-01-28,African Cup of Nations,Senegal,Cameroon,0.0,0.0,True
2017-01-29,African Cup of Nations,DR Congo,Ghana,1.0,2.0,True
2017-01-29,African Cup of Nations,Egypt,Morocco,1.0,0.0,True
2017-01-29,Friendly,United States,Serbia,0.0,0.0,False
2017-02-01,African Cup of Nations,Burkina Faso,Egypt,1.0,1.0,True
2017-02-02,African Cup of Nations,Cameroon,Ghana,2.0,0.0,True
2017-02-04,African Cup of Nations,Burkina Faso,Ghana,1.0,0.0,True
2017-02-05,African Cup of Nations,Egypt,Cameroon,1.0,2.0,True
2017-02-08,Friendly,Mexico,Iceland,1.0,0.0,True
2017-02-22,Friendly,Ecuador,Honduras,3.0,1.0,False
2017-03-09,Friendly,Qatar,Azerbaijan,1.0,2.0,False
2017-03-10,Friendly,Trinidad and Tobago,Barbados,2.0,0.0,False
2017-03-11,Friendly,Burundi,Djibouti,7.0,0.0,False
2017-03-12,Friendly,Raetia,Tamil Eelam,0.0,5.0,True
2017-03-13,Friendly,Burundi,Djibouti,1.0,0.0,False
2017-03-16,Friendly,Honduras,Nicaragua,2.0,0.0,False
2017-03-18,Friendly,Iran,Iraq,0.0,1.0,False
2017-03-19,Friendly,San Marino,Moldova,0.0,2.0,False
2017-03-21,Friendly,Indonesia,Myanmar,1.0,3.0,False
2017-03-22,Friendly,Cambodia,India,2.0,3.0,False
2017-03-22,Friendly,Curaçao,El Salvador,1.0,1.0,False
2017-03-22,Friendly,Cyprus,Kazakhstan,3.0,1.0,False
2017-03-22,Friendly,Czech Republic,Lithuania,3.0,0.0,False
2017-03-22,African Cup of Nations qualification,Djibouti,South Sudan,2.0,0.0,False
2017-03-22,Friendly,Germany,England,1.0,0.0,False
2017-03-22,Friendly,Philippines,Malaysia,0.0,0.0,False
2017-03-22,African Cup of Nations qualification,São Tomé and Príncipe,Madagascar,0.0,1.0,False
2017-03-22,Friendly,Scotland,Canada,1.0,1.0,False
2017-03-22,Friendly,Vietnam,Taiwan,1.0,1.0,False
2017-03-22,Friendly,Yemen,Palestine,0.0,1.0,True
2017-03-23,Friendly,Afghanistan,Singapore,2.0,1.0,True
2017-03-23,FIFA World Cup qualification,Argentina,Chile,1.0,0.0,False
2017-03-23,Friendly,Bahrain,Tajikistan,1.0,1.0,False
2017-03-23,FIFA World Cup qualification,China,South Korea,1.0,0.0,False
2017-03-23,FIFA World Cup qualification,Colombia,Bolivia,1.0,0.0,False
2017-03-23,FIFA World Cup qualification,Iraq,Australia,1.0,1.0,True
2017-03-23,Friendly,Jordan,Hong Kong,4.0,0.0,False
2017-03-23,Friendly,Kenya,Uganda,1.0,1.0,False
2017-03-23,Friendly,Nigeria,Senegal,1.0,1.0,True
2017-03-23,FIFA World Cup qualification,Papua New Guinea,Tahiti,1.0,3.0,False
2017-03-23,FIFA World Cup qualification,Paraguay,Ecuador,2.0,1.0,False
2017-03-23,FIFA World Cup qualification,Qatar,Iran,0.0,1.0,False
2017-03-23,FIFA World Cup qualification,Syria,Uzbekistan,1.0,0.0,True
2017-03-23,FIFA World Cup qualification,Thailand,Saudi Arabia,0.0,3.0,False
2017-03-23,FIFA World Cup qualification,United Arab Emirates,Japan,0.0,2.0,False
2017-03-23,FIFA World Cup qualification,Uruguay,Brazil,1.0,4.0,False
2017-03-23,FIFA World Cup qualification,Venezuela,Peru,2.0,2.0,False
2017-03-24,FIFA World Cup qualification,Austria,Moldova,2.0,0.0,False
2017-03-24,African Cup of Nations qualification,Comoros,Mauritius,2.0,0.0,False
2017-03-24,FIFA World Cup qualification,Croatia,Ukraine,1.0,0.0,False
2017-03-24,FIFA World Cup qualification,Georgia,Serbia,1.0,3.0,False
2017-03-24,Friendly,Guinea,Gabon,2.0,2.0,True
2017-03-24,FIFA World Cup qualification,Republic of Ireland,Wales,0.0,0.0,False
2017-03-24,FIFA World Cup qualification,Italy,Albania,2.0,0.0,False
2017-03-24,FIFA World Cup qualification,Kosovo,Iceland,1.0,2.0,True
2017-03-24,Friendly,Libya,Togo,0.0,0.0,True
2017-03-24,FIFA World Cup qualification,Liechtenstein,North Macedonia,0.0,3.0,False
2017-03-24,Friendly,Mauritania,Benin,1.0,0.0,False
2017-03-24,FIFA World Cup qualification,Mexico,Costa Rica,2.0,0.0,False
2017-03-24,Friendly,Morocco,Burkina Faso,2.0,0.0,False
2017-03-24,Friendly,Russia,Ivory Coast,0.0,2.0,False
2017-03-24,FIFA World Cup qualification,Spain,Israel,4.0,1.0,False
2017-03-24,FIFA World Cup qualification,Trinidad and Tobago,Panama,1.0,0.0,False
2017-03-24,Friendly,Tunisia,Cameroon,0.0,1.0,False
2017-03-24,FIFA World Cup qualification,Turkey,Finland,2.0,0.0,False
2017-03-24,FIFA World Cup qualification,United States,Honduras,6.0,0.0,False
2017-03-25,FIFA World Cup qualification,Andorra,Faroe Islands,0.0,0.0,False
2017-03-25,FIFA World Cup qualification,Belgium,Greece,1.0,1.0,False
2017-03-25,FIFA World Cup qualification,Bosnia and Herzegovina,Gibraltar,5.0,0.0,False
2017-03-25,FIFA World Cup qualification,Bulgaria,Netherlands,2.0,0.0,False
2017-03-25,FIFA World Cup qualification,Cyprus,Estonia,0.0,0.0,False
2017-03-25,FIFA World Cup qualification,Fiji,New Zealand,0.0,2.0,False
2017-03-25,FIFA World Cup qualification,Luxembourg,France,1.0,3.0,False
2017-03-25,Friendly,Mozambique,Angola,2.0,0.0,False
2017-03-25,FIFA World Cup qualification,Portugal,Hungary,3.0,0.0,False
2017-03-25,Friendly,South Africa,Guinea-Bissau,3.0,1.0,False
2017-03-25,FIFA World Cup qualification,Sweden,Belarus,4.0,0.0,False
2017-03-25,FIFA World Cup qualification,Switzerland,Latvia,1.0,0.0,False
2017-03-25,Friendly,Tanzania,Botswana,2.0,0.0,False
2017-03-25,Muratti Vase,Alderney,Jersey,1.0,2.0,False
2017-03-26,FIFA World Cup qualification,Armenia,Kazakhstan,2.0,0.0,False
2017-03-26,FIFA World Cup qualification,Azerbaijan,Germany,1.0,4.0,False
2017-03-26,Friendly,Barbados,Martinique,2.0,1.0,False
2017-03-26,FIFA World Cup qualification,England,Lithuania,2.0,0.0,False
2017-03-26,Friendly,Kenya,DR Congo,2.0,1.0,False
2017-03-26,African Cup of Nations qualification,Madagascar,São Tomé and Príncipe,3.0,2.0,False
2017-03-26,FIFA World Cup qualification,Malta,Slovakia,1.0,3.0,False
2017-03-26,FIFA World Cup qualification,Montenegro,Poland,1.0,2.0,False
2017-03-26,FIFA World Cup qualification,Northern Ireland,Norway,2.0,0.0,False
2017-03-26,FIFA World Cup qualification,Romania,Denmark,0.0,0.0,False
2017-03-26,FIFA World Cup qualification,San Marino,Czech Republic,0.0,6.0,False
2017-03-26,FIFA World Cup qualification,Scotland,Slovenia,1.0,0.0,False
2017-03-26,Friendly,Zimbabwe,Zambia,0.0,0.0,False
2017-03-27,Friendly,Central African Republic,Gambia,1.0,2.0,True
2017-03-27,Friendly,Ivory Coast,Senegal,1.0,1.0,True
2017-03-27,Friendly,Mauritania,Congo,2.0,1.0,False
2017-03-27,Friendly,Turkey,Moldova,3.0,1.0,False
2017-03-28,AFC Asian Cup qualification,Afghanistan,Vietnam,1.0,1.0,True
2017-03-28,Friendly,Albania,Bosnia and Herzegovina,1.0,2.0,False
2017-03-28,FIFA World Cup qualification,Australia,United Arab Emirates,2.0,0.0,False
2017-03-28,Friendly,Austria,Finland,1.0,1.0,False
2017-03-28,AFC Asian Cup qualification,Bahrain,Singapore,0.0,0.0,False
2017-03-28,FIFA World Cup qualification,Bolivia,Argentina,2.0,0.0,False
2017-03-28,FIFA World Cup qualification,Brazil,Paraguay,3.0,0.0,False
2017-03-28,AFC Asian Cup qualification,Myanmar,India,0.0,1.0,False
2017-03-28,Friendly,Cameroon,Guinea,1.0,2.0,True
2017-03-28,FIFA World Cup qualification,Chile,Venezuela,3.0,1.0,False
2017-03-28,FIFA World Cup qualification,Ecuador,Colombia,0.0,2.0,False
2017-03-28,Friendly,Egypt,Togo,3.0,0.0,False
2017-03-28,Friendly,Estonia,Croatia,3.0,0.0,False
2017-03-28,Friendly,France,Spain,0.0,2.0,False
2017-03-28,Friendly,Georgia,Latvia,5.0,0.0,False
2017-03-28,Friendly,Guyana,Martinique,0.0,0.0,False
2017-03-28,FIFA World Cup qualification,Honduras,Costa Rica,1.0,1.0,False
2017-03-28,FIFA World Cup qualification,Iran,China,1.0,0.0,False
2017-03-28,Friendly,Republic of Ireland,Iceland,0.0,1.0,False
2017-03-28,FIFA World Cup qualification,Japan,Thailand,4.0,0.0,False
2017-03-28,AFC Asian Cup qualification,Jordan,Cambodia,7.0,0.0,False
2017-03-28,FIFA World Cup qualification,South Korea,Syria,1.0,0.0,False
2017-03-28,AFC Asian Cup qualification,Kyrgyzstan,Macau,1.0,0.0,False
2017-03-28,AFC Asian Cup qualification,Lebanon,Hong Kong,2.0,0.0,False
2017-03-28,Friendly,Luxembourg,Cape Verde,0.0,2.0,False
2017-03-28,Friendly,North Macedonia,Belarus,3.0,0.0,False
2017-03-28,AFC Asian Cup qualification,Maldives,Palestine,0.0,3.0,False
2017-03-28,African Cup of Nations qualification,Mauritius,Comoros,1.0,1.0,False
2017-03-28,Friendly,Morocco,Tunisia,1.0,0.0,False
2017-03-28,Friendly,Mozambique,Lesotho,1.0,0.0,False
2017-03-28,Friendly,Netherlands,Italy,1.0,2.0,False
2017-03-28,FIFA World Cup qualification,New Zealand,Fiji,2.0,0.0,False
2017-03-28,AFC Asian Cup qualification,Oman,Bhutan,14.0,0.0,False
2017-03-28,FIFA World Cup qualification,Panama,United States,1.0,1.0,False
2017-03-28,FIFA World Cup qualification,Peru,Uruguay,2.0,1.0,False
2017-03-28,AFC Asian Cup qualification,Philippines,Nepal,4.0,1.0,False
2017-03-28,Friendly,Portugal,Sweden,2.0,3.0,False
2017-03-28,Friendly,Russia,Belgium,3.0,3.0,False
2017-03-28,FIFA World Cup qualification,Saudi Arabia,Iraq,1.0,0.0,False
2017-03-28,Friendly,South Africa,Angola,0.0,0.0,False
2017-03-28,African Cup of Nations qualification,South Sudan,Djibouti,6.0,0.0,False
2017-03-28,Friendly,Tanzania,Burundi,2.0,1.0,False
2017-03-28,FIFA World Cup qualification,Trinidad and Tobago,Mexico,0.0,1.0,False
2017-03-28,FIFA World Cup qualification,Uzbekistan,Qatar,1.0,0.0,False
2017-03-28,AFC Asian Cup qualification,Yemen,Tajikistan,2.0,1.0,True
2017-03-28,FIFA World Cup qualification,Tahiti,Papua New Guinea,1.0,2.0,False
2017-04-23,Friendly,Jersey,Panjab,0.0,2.0,False
2017-04-26,Friendly,Martinique,Guadeloupe,4.0,1.0,False
2017-04-29,Friendly,Vatican City,Monaco,0.0,0.0,False
2017-05-04,Friendly,Burkina Faso,Benin,1.0,1.0,False
2017-05-07,Friendly,Saint Kitts and Nevis,Barbados,2.0,1.0,False
2017-05-11,Friendly,Senegal,Mauritania,2.0,0.0,False
2017-05-13,Friendly,Egypt,Libya,1.0,0.0,False
2017-05-13,Muratti Vase,Guernsey,Jersey,2.0,1.0,False
2017-05-17,Friendly,Guadeloupe,Dominica,2.0,2.0,False
2017-05-21,Friendly,Benin,Burkina Faso,2.0,2.0,False
2017-05-25,Friendly,Fiji,Solomon Islands,1.0,1.0,False
2017-05-25,Friendly,Ghana,Benin,1.0,1.0,False
2017-05-26,Friendly,Corsica,Nigeria,1.0,1.0,False
2017-05-28,Friendly,El Salvador,Honduras,2.0,2.0,True
2017-05-28,Friendly,Fiji,Solomon Islands,1.0,0.0,False
2017-05-28,Friendly,Mexico,Croatia,1.0,2.0,True
2017-05-31,Friendly,Italy,San Marino,8.0,0.0,False
2017-05-31,Friendly,Ivory Coast,Benin,1.0,1.0,False
2017-05-31,Friendly,Morocco,Netherlands,1.0,2.0,False
2017-06-01,Friendly,Iraq,Jordan,1.0,0.0,False
2017-06-01,Friendly,Mexico,Republic of Ireland,3.0,1.0,True
2017-06-01,Friendly,Nigeria,Togo,3.0,0.0,True
2017-06-01,Friendly,Switzerland,Belarus,1.0,0.0,False
2017-06-02,Friendly,Chile,Burkina Faso,3.0,0.0,False
2017-06-02,Friendly,France,Paraguay,5.0,0.0,False
2017-06-02,Friendly,Nicaragua,Bolivia,0.0,1.0,False
2017-06-02,Friendly,Northern Ireland,New Zealand,1.0,0.0,False
2017-06-02,Friendly,Oman,Syria,1.0,1.0,False
2017-06-03,Friendly,Ethiopia,Uganda,0.0,0.0,False
2017-06-03,Friendly,Portugal,Cyprus,4.0,0.0,False
2017-06-03,Friendly,United States,Venezuela,1.0,1.0,False
2017-06-04,Friendly,Armenia,Saint Kitts and Nevis,5.0,0.0,False
2017-06-04,Friendly,Gabon,Zambia,0.0,0.0,False
2017-06-04,Friendly,Republic of Ireland,Uruguay,3.0,1.0,False
2017-06-04,Friendly,Lesotho,Mauritania,1.0,0.0,True
2017-06-04,Friendly,Luxembourg,Albania,2.0,1.0,False
2017-06-04,Friendly,Montenegro,Iran,1.0,2.0,False
2017-06-04,Friendly,Netherlands,Ivory Coast,5.0,0.0,False
2017-06-04,Friendly,Togo,Comoros,2.0,0.0,True
2017-06-04,CONIFA European Football Cup,Northern Cyprus,Kárpátalja,1.0,0.0,False
2017-06-05,Friendly,Belgium,Czech Republic,2.0,1.0,False
2017-06-05,Friendly,DR Congo,Botswana,2.0,0.0,True
2017-06-05,Friendly,Egypt,Libya,1.0,0.0,False
2017-06-05,Friendly,Hungary,Russia,0.0,3.0,False
2017-06-05,Friendly,North Macedonia,Turkey,0.0,0.0,False
2017-06-05,Friendly,Senegal,Uganda,0.0,0.0,False
2017-06-05,CONIFA European Football Cup,Abkhazia,South Ossetia,2.0,1.0,True
2017-06-05,CONIFA European Football Cup,Padania,Ellan Vannin,1.0,0.0,True
2017-06-05,CONIFA European Football Cup,Felvidék,Székely Land,1.0,0.0,True
2017-06-06,Friendly,Afghanistan,Maldives,2.0,1.0,True
2017-06-06,Friendly,Algeria,Guinea,2.0,1.0,False
2017-06-06,Friendly,Bahrain,Palestine,0.0,2.0,False
2017-06-06,Friendly,Denmark,Germany,1.0,1.0,False
2017-06-06,Friendly,India,Nepal,2.0,0.0,False
2017-06-06,Friendly,Israel,Moldova,1.0,1.0,False
2017-06-06,Friendly,Malta,Ukraine,1.0,0.0,True
2017-06-06,Friendly,Qatar,North Korea,2.0,2.0,False
2017-06-06,Friendly,Uzbekistan,Thailand,2.0,0.0,False
2017-06-06,CONIFA European Football Cup,Northern Cyprus,South Ossetia,8.0,0.0,False
2017-06-06,CONIFA European Football Cup,Kárpátalja,Abkhazia,2.0,2.0,True
2017-06-06,CONIFA European Football Cup,Székely Land,Padania,1.0,1.0,True
2017-06-06,CONIFA European Football Cup,Ellan Vannin,Felvidék,1.0,0.0,True
2017-06-07,Friendly,Bolivia,Nicaragua,3.0,2.0,False
2017-06-07,Friendly,China,Philippines,8.0,1.0,False
2017-06-07,FIFA World Cup qualification,Fiji,New Caledonia,2.0,2.0,False
2017-06-07,Friendly,Finland,Liechtenstein,1.0,1.0,False
2017-06-07,Friendly,Georgia,Saint Kitts and Nevis,3.0,0.0,False
2017-06-07,Friendly,Hong Kong,Jordan,0.0,0.0,False
2017-06-07,Friendly,Iraq,South Korea,0.0,0.0,True
2017-06-07,Friendly,Italy,Uruguay,3.0,0.0,True
2017-06-07,Kirin Challenge Cup,Japan,Syria,1.0,1.0,False
2017-06-07,Friendly,Spain,Colombia,2.0,2.0,False
2017-06-07,Friendly,United Arab Emirates,Laos,4.0,0.0,True
2017-06-07,CONIFA European Football Cup,Northern Cyprus,Abkhazia,0.0,0.0,False
2017-06-07,CONIFA European Football Cup,South Ossetia,Kárpátalja,1.0,4.0,True
2017-06-07,CONIFA European Football Cup,Ellan Vannin,Székely Land,2.0,4.0,True
2017-06-07,CONIFA European Football Cup,Padania,Felvidék,2.0,0.0,True
2017-06-08,FIFA World Cup qualification,Australia,Saudi Arabia,3.0,2.0,False
2017-06-08,Friendly,Cambodia,Indonesia,0.0,2.0,False
2017-06-08,FIFA World Cup qualification,Costa Rica,Panama,0.0,0.0,False
2017-06-08,Friendly,Ecuador,Venezuela,1.0,1.0,True
2017-06-08,FIFA World Cup qualification,Mexico,Honduras,3.0,0.0,False
2017-06-08,Friendly,Peru,Paraguay,1.0,0.0,False
2017-06-08,FIFA World Cup qualification,United States,Trinidad and Tobago,2.0,0.0,False
2017-06-09,FIFA World Cup qualification,Andorra,Hungary,1.0,0.0,False
2017-06-09,Superclásico de las Américas,Argentina,Brazil,1.0,0.0,True
2017-06-09,FIFA World Cup qualification,Belarus,Bulgaria,2.0,1.0,False
2017-06-09,FIFA World Cup qualification,Bosnia and Herzegovina,Greece,0.0,0.0,False
2017-06-09,FIFA World Cup qualification,Estonia,Belgium,0.0,2.0,False
2017-06-09,FIFA World Cup qualification,Faroe Islands,Switzerland,0.0,2.0,False
2017-06-09,FIFA World Cup qualification,Gibraltar,Cyprus,1.0,2.0,True
2017-06-09,FIFA World Cup qualification,Latvia,Portugal,0.0,3.0,False
2017-06-09,African Cup of Nations qualification,Libya,Seychelles,5.0,1.0,True
2017-06-09,FIFA World Cup qualification,Netherlands,Luxembourg,5.0,0.0,False
2017-06-09,Friendly,Russia,Chile,1.0,1.0,False
2017-06-09,FIFA World Cup qualification,Solomon Islands,Papua New Guinea,3.0,2.0,False
2017-06-09,African Cup of Nations qualification,Sudan,Madagascar,1.0,3.0,False
2017-06-09,FIFA World Cup qualification,Sweden,France,2.0,1.0,False
2017-06-09,CONIFA European Football Cup,South Ossetia,Felvidék,0.0,2.0,True
2017-06-09,CONIFA European Football Cup,Kárpátalja,Ellan Vannin,3.0,3.0,True
2017-06-09,CONIFA European Football Cup,Northern Cyprus,Székely Land,2.0,1.0,False
2017-06-09,CONIFA European Football Cup,Padania,Abkhazia,0.0,0.0,True
2017-06-10,FIFA World Cup qualification,Azerbaijan,Northern Ireland,0.0,1.0,False
2017-06-10,African Cup of Nations qualification,Burkina Faso,Angola,3.0,1.0,False
2017-06-10,African Cup of Nations qualification,Burundi,South Sudan,3.0,0.0,False
2017-06-10,African Cup of Nations qualification,Cameroon,Morocco,1.0,0.0,False
2017-06-10,African Cup of Nations qualification,DR Congo,Congo,3.0,1.0,False
2017-06-10,FIFA World Cup qualification,Germany,San Marino,7.0,0.0,False
2017-06-10,Friendly,Grenada,Bermuda,1.0,2.0,False
2017-06-10,African Cup of Nations qualification,Guinea-Bissau,Namibia,1.0,0.0,False
2017-06-10,African Cup of Nations qualification,Ivory Coast,Guinea,2.0,3.0,False
2017-06-10,FIFA World Cup qualification,Kazakhstan,Denmark,1.0,3.0,False
2017-06-10,FIFA World Cup qualification,Lithuania,Slovakia,1.0,2.0,False
2017-06-10,African Cup of Nations qualification,Malawi,Comoros,1.0,0.0,False
2017-06-10,African Cup of Nations qualification,Mali,Gabon,2.0,1.0,False
2017-06-10,FIFA World Cup qualification,Montenegro,Armenia,4.0,1.0,False
2017-06-10,African Cup of Nations qualification,Niger,Eswatini,0.0,0.0,False
2017-06-10,African Cup of Nations qualification,Nigeria,South Africa,0.0,2.0,False
2017-06-10,FIFA World Cup qualification,Norway,Czech Republic,1.0,1.0,False
2017-06-10,FIFA World Cup qualification,Poland,Romania,3.0,1.0,False
2017-06-10,FIFA World Cup qualification,Scotland,England,2.0,2.0,False
2017-06-10,African Cup of Nations qualification,Senegal,Equatorial Guinea,3.0,0.0,False
2017-06-10,AFC Asian Cup qualification,Singapore,Taiwan,1.0,2.0,False
2017-06-10,FIFA World Cup qualification,Slovenia,Malta,2.0,0.0,False
2017-06-10,African Cup of Nations qualification,Tanzania,Lesotho,1.0,1.0,False
2017-06-10,African Cup of Nations qualification,Zambia,Mozambique,0.0,1.0,False
2017-06-10,CONIFA European Football Cup,Székely Land,Abkhazia,3.0,1.0,True
2017-06-10,CONIFA European Football Cup,Northern Cyprus,Padania,1.0,1.0,False
